id,order_id,shipping_mode,delivery_days,status
730,46863,Standard Class,4,Shipping on time
731,62306,Standard Class,2,Advance shipping
732,18213,Standard Class,4,Shipping on time
733,16863,Standard Class,4,Shipping on time
734,24764,Standard Class,5,Late delivery
735,26670,Standard Class,6,Late delivery
736,21971,Standard Class,2,Advance shipping
737,76849,Standard Class,5,Late delivery
738,27357,Standard Class,3,Advance shipping
739,29283,Standard Class,4,Shipping on time
740,30724,Standard Class,5,Late delivery
741,74454,Standard Class,5,Late delivery
742,24558,Standard Class,4,Shipping on time
743,23211,Standard Class,2,Advance shipping
744,21868,Standard Class,4,Shipping on time
745,42271,Standard Class,2,Advance shipping
746,50628,Standard Class,4,Shipping on time
747,21907,Standard Class,3,Advance shipping
748,72442,Standard Class,3,Advance shipping
749,21966,Standard Class,2,Advance shipping
750,31169,Standard Class,5,Late delivery
751,21906,Standard Class,2,Advance shipping
752,72460,Standard Class,6,Late delivery
753,26861,Standard Class,2,Advance shipping
754,76992,Standard Class,3,Advance shipping
755,22792,Standard Class,3,Advance shipping
756,24438,Standard Class,4,Shipping on time
757,27957,Standard Class,3,Advance shipping
758,47899,Standard Class,5,Late delivery
759,22900,Standard Class,6,Late delivery
760,30997,Standard Class,3,Advance shipping
761,26183,Standard Class,4,Shipping on time
762,24314,Standard Class,5,Late delivery
763,21267,Standard Class,3,Advance shipping
764,30712,Standard Class,3,Advance shipping
765,27207,Standard Class,3,Advance shipping
766,76847,Standard Class,3,Advance shipping
767,21407,Standard Class,3,Advance shipping
768,25050,Standard Class,6,Late delivery
769,23807,Standard Class,3,Advance shipping
770,21349,Standard Class,5,Late delivery
771,22224,Standard Class,5,Late delivery
772,49806,Standard Class,2,Advance shipping
773,47044,Standard Class,5,Late delivery
774,41676,Standard Class,2,Advance shipping
775,49598,Standard Class,4,Shipping on time
776,42130,Standard Class,6,Late delivery
777,26036,Standard Class,2,Advance shipping
778,27457,Standard Class,3,Advance shipping
779,21309,Standard Class,5,Late delivery
780,23267,Standard Class,3,Advance shipping
781,23706,Standard Class,2,Advance shipping
782,27729,Standard Class,5,Late delivery
783,30519,Standard Class,5,Late delivery
784,30658,Standard Class,4,Shipping on time
785,30323,Standard Class,4,Shipping on time
786,30044,Standard Class,5,Late delivery
787,74194,Standard Class,5,Late delivery
788,72458,Standard Class,4,Shipping on time
789,74451,Standard Class,2,Advance shipping
790,22297,Standard Class,3,Advance shipping
791,24552,Standard Class,3,Advance shipping
792,44706,Standard Class,2,Advance shipping
793,48950,Standard Class,6,Late delivery
794,47600,Standard Class,6,Late delivery
795,43257,Standard Class,3,Advance shipping
796,49888,Standard Class,4,Shipping on time
797,24752,Standard Class,3,Advance shipping
798,24548,Standard Class,4,Shipping on time
799,73906,Standard Class,2,Advance shipping
800,28355,Standard Class,6,Late delivery
801,23456,Standard Class,2,Advance shipping
802,74193,Standard Class,4,Shipping on time
803,50466,Standard Class,2,Advance shipping
804,50377,Standard Class,3,Advance shipping
805,61855,Standard Class,6,Late delivery
806,67415,Standard Class,6,Late delivery
807,66794,Standard Class,5,Late delivery
808,17467,Standard Class,3,Advance shipping
809,16419,Standard Class,5,Late delivery
810,65249,Standard Class,5,Late delivery
811,17449,Standard Class,5,Late delivery
812,63803,Standard Class,4,Shipping on time
813,16969,Standard Class,5,Late delivery
814,16369,Standard Class,5,Late delivery
815,66702,Standard Class,3,Advance shipping
816,10584,Standard Class,5,Late delivery
817,17368,Standard Class,4,Shipping on time
818,20291,Standard Class,2,Advance shipping
819,14384,Standard Class,5,Late delivery
820,64066,Standard Class,2,Advance shipping
821,67292,Standard Class,3,Advance shipping
822,65855,Standard Class,6,Late delivery
823,64531,Standard Class,2,Advance shipping
824,19168,Standard Class,4,Shipping on time
825,16299,Standard Class,5,Late delivery
826,17228,Standard Class,4,Shipping on time
827,68289,Standard Class,5,Late delivery
828,47509,Standard Class,5,Late delivery
829,17211,Standard Class,2,Advance shipping
830,64894,Standard Class,5,Late delivery
831,67818,Standard Class,4,Shipping on time
832,16218,Standard Class,4,Shipping on time
833,11391,Standard Class,2,Advance shipping
834,17386,Standard Class,2,Advance shipping
835,11968,Standard Class,4,Shipping on time
836,46305,Standard Class,6,Late delivery
837,19973,Standard Class,4,Shipping on time
838,15787,Standard Class,3,Advance shipping
839,11378,Standard Class,4,Shipping on time
840,62260,Standard Class,6,Late delivery
841,11083,Standard Class,4,Shipping on time
842,65174,Standard Class,5,Late delivery
843,44442,Standard Class,3,Advance shipping
844,42783,Standard Class,4,Shipping on time
845,64677,Standard Class,3,Advance shipping
846,66219,Standard Class,5,Late delivery
847,44816,Standard Class,2,Advance shipping
848,10502,Standard Class,3,Advance shipping
849,63843,Standard Class,4,Shipping on time
850,62237,Standard Class,3,Advance shipping
851,13907,Standard Class,3,Advance shipping
852,63576,Standard Class,2,Advance shipping
853,18448,Standard Class,4,Shipping on time
854,17524,Standard Class,5,Late delivery
855,19333,Standard Class,4,Shipping on time
856,64150,Standard Class,6,Late delivery
857,64920,Standard Class,6,Late delivery
858,16378,Standard Class,4,Shipping on time
859,67331,Standard Class,2,Advance shipping
860,67037,Standard Class,3,Advance shipping
861,63349,Standard Class,5,Late delivery
862,19309,Standard Class,5,Late delivery
863,49936,Standard Class,2,Advance shipping
864,11749,Standard Class,5,Late delivery
865,16767,Standard Class,3,Advance shipping
866,61664,Standard Class,5,Late delivery
867,63512,Standard Class,3,Advance shipping
868,17726,Standard Class,2,Advance shipping
869,12540,Standard Class,6,Late delivery
870,14100,Standard Class,6,Late delivery
871,16098,Standard Class,4,Shipping on time
872,14660,Standard Class,6,Late delivery
873,41718,Standard Class,4,Shipping on time
874,64500,Standard Class,6,Late delivery
875,10586,Standard Class,2,Advance shipping
876,45291,Standard Class,2,Advance shipping
877,15459,Standard Class,5,Late delivery
878,16093,Standard Class,4,Shipping on time
879,61596,Standard Class,2,Advance shipping
880,68374,Standard Class,5,Late delivery
881,50588,Standard Class,4,Shipping on time
882,42087,Standard Class,3,Advance shipping
883,13528,Standard Class,4,Shipping on time
884,18135,Standard Class,6,Late delivery
885,15199,Standard Class,5,Late delivery
886,68369,Standard Class,5,Late delivery
887,46859,Standard Class,5,Late delivery
888,63992,Standard Class,3,Advance shipping
889,18120,Standard Class,6,Late delivery
890,14544,Standard Class,5,Late delivery
891,13991,Standard Class,2,Advance shipping
892,906,Standard Class,2,Advance shipping
893,5479,Standard Class,5,Late delivery
894,51396,Standard Class,2,Advance shipping
895,10116,Standard Class,2,Shipping canceled
896,1756,Standard Class,2,Shipping canceled
897,10014,Standard Class,5,Shipping canceled
898,1991,Standard Class,2,Shipping canceled
899,52533,Standard Class,4,Shipping canceled
900,2332,Standard Class,3,Shipping canceled
901,10276,Standard Class,2,Shipping canceled
902,2911,Standard Class,2,Shipping canceled
903,53568,Standard Class,4,Shipping canceled
904,25688,Standard Class,4,Shipping canceled
905,48954,Standard Class,5,Shipping canceled
906,47743,Standard Class,4,Shipping canceled
907,45339,Standard Class,5,Shipping canceled
908,43521,Standard Class,2,Advance shipping
909,22468,Standard Class,4,Shipping on time
910,29880,Standard Class,6,Late delivery
911,21197,Standard Class,3,Advance shipping
912,22261,Standard Class,2,Advance shipping
913,24853,Standard Class,4,Shipping on time
914,23585,Standard Class,6,Late delivery
915,30963,Standard Class,4,Shipping on time
916,24118,Standard Class,4,Shipping on time
917,42287,Standard Class,3,Advance shipping
918,21697,Standard Class,3,Advance shipping
919,21691,Standard Class,2,Advance shipping
920,23878,Standard Class,4,Shipping on time
921,30214,Standard Class,5,Late delivery
922,29871,Standard Class,2,Advance shipping
923,20594,Standard Class,5,Late delivery
924,29107,Standard Class,3,Advance shipping
925,21698,Standard Class,4,Shipping on time
926,20918,Standard Class,4,Shipping on time
927,29959,Standard Class,5,Late delivery
928,45126,Standard Class,2,Advance shipping
929,26871,Standard Class,2,Advance shipping
930,23751,Standard Class,2,Advance shipping
931,22612,Standard Class,3,Advance shipping
932,29862,Standard Class,3,Advance shipping
933,20755,Standard Class,6,Late delivery
934,30267,Standard Class,3,Advance shipping
935,31211,Standard Class,2,Advance shipping
936,27007,Standard Class,3,Advance shipping
937,46073,Standard Class,4,Shipping on time
938,26510,Standard Class,6,Late delivery
939,43468,Standard Class,4,Shipping on time
940,31000,Standard Class,6,Late delivery
941,22988,Standard Class,4,Shipping on time
942,29993,Standard Class,4,Shipping on time
943,28568,Standard Class,4,Shipping on time
944,20773,Standard Class,4,Shipping on time
945,43640,Standard Class,6,Late delivery
946,23967,Standard Class,3,Advance shipping
947,21016,Standard Class,2,Advance shipping
948,27005,Standard Class,6,Late delivery
949,25606,Standard Class,2,Advance shipping
950,30335,Standard Class,6,Late delivery
951,29270,Standard Class,6,Late delivery
952,31269,Standard Class,5,Late delivery
953,24820,Standard Class,6,Late delivery
954,25847,Standard Class,3,Advance shipping
955,42154,Standard Class,5,Late delivery
956,45036,Standard Class,2,Advance shipping
957,45863,Standard Class,4,Shipping on time
958,20929,Standard Class,5,Late delivery
959,23464,Standard Class,5,Late delivery
960,44316,Standard Class,2,Advance shipping
961,27647,Standard Class,3,Advance shipping
962,24878,Standard Class,4,Shipping on time
963,42152,Standard Class,3,Advance shipping
964,46401,Standard Class,2,Advance shipping
965,48844,Standard Class,5,Late delivery
966,22481,Standard Class,2,Advance shipping
967,30713,Standard Class,4,Shipping on time
968,31018,Standard Class,4,Shipping on time
969,75796,Second Class,2,Shipping on time
970,75795,Standard Class,6,Late delivery
971,75794,Standard Class,5,Late delivery
972,75793,Standard Class,4,Shipping on time
973,75792,Standard Class,3,Advance shipping
974,75791,Second Class,2,Shipping on time
975,75790,Second Class,6,Late delivery
976,75789,First Class,2,Late delivery
977,75788,First Class,2,Late delivery
978,75787,First Class,2,Late delivery
979,75786,First Class,2,Late delivery
980,75785,Standard Class,6,Late delivery
981,75784,Standard Class,5,Late delivery
982,75783,Standard Class,4,Shipping on time
983,75782,Standard Class,3,Advance shipping
984,75781,Standard Class,2,Advance shipping
985,75780,Standard Class,6,Shipping canceled
986,75779,Second Class,5,Late delivery
987,75778,Second Class,4,Late delivery
988,75777,Second Class,3,Late delivery
989,75776,First Class,2,Late delivery
990,75775,First Class,2,Late delivery
991,75774,First Class,2,Late delivery
992,75773,First Class,2,Late delivery
993,75772,First Class,2,Late delivery
994,75771,Same Day,0,Shipping on time
995,75770,Standard Class,6,Late delivery
996,75769,Standard Class,5,Late delivery
997,75768,Standard Class,4,Shipping on time
998,75767,Standard Class,3,Advance shipping
999,75766,Standard Class,2,Advance shipping
1000,75765,Standard Class,6,Late delivery
1001,75764,Second Class,5,Late delivery
1002,75763,Second Class,4,Late delivery
1003,75762,Second Class,3,Late delivery
1004,75761,Second Class,2,Shipping on time
1005,75760,Second Class,6,Late delivery
1006,75759,First Class,2,Late delivery
1007,75758,Second Class,4,Late delivery
1008,75757,Standard Class,3,Advance shipping
1009,75756,Standard Class,2,Advance shipping
1010,75755,Standard Class,6,Late delivery
1011,75754,Second Class,5,Late delivery
1012,75753,Second Class,4,Late delivery
1013,75752,Standard Class,3,Advance shipping
1014,75751,Standard Class,2,Advance shipping
1015,75750,Standard Class,6,Late delivery
1016,75749,Standard Class,5,Shipping canceled
1017,75748,Second Class,4,Late delivery
1018,75747,Same Day,1,Late delivery
1019,75746,Standard Class,2,Advance shipping
1020,75745,Standard Class,6,Late delivery
1021,75744,Standard Class,5,Late delivery
1022,75743,Standard Class,4,Shipping on time
1023,75742,Standard Class,3,Shipping canceled
1024,75741,Standard Class,2,Advance shipping
1025,75740,Standard Class,6,Late delivery
1026,75739,Standard Class,5,Late delivery
1027,75738,Standard Class,4,Shipping on time
1028,75737,Standard Class,3,Advance shipping
1029,75736,Standard Class,2,Advance shipping
1030,75735,Standard Class,6,Late delivery
1031,75734,Second Class,5,Late delivery
1032,75733,Second Class,4,Late delivery
1033,75732,Standard Class,3,Advance shipping
1034,75731,Standard Class,2,Advance shipping
1035,75730,Second Class,6,Late delivery
1036,75729,Second Class,5,Shipping canceled
1037,73221,Standard Class,2,Advance shipping
1038,73220,Standard Class,6,Late delivery
1039,73219,Standard Class,5,Late delivery
1040,73218,Standard Class,4,Shipping on time
1041,73217,Standard Class,3,Advance shipping
1042,73216,Standard Class,2,Advance shipping
1043,73215,Standard Class,6,Late delivery
1044,73214,Standard Class,5,Late delivery
1045,73213,Second Class,4,Late delivery
1046,73212,Standard Class,3,Advance shipping
1047,73211,Standard Class,2,Advance shipping
1048,73210,Standard Class,6,Late delivery
1049,73209,Standard Class,5,Late delivery
1050,73208,Standard Class,4,Shipping on time
1051,73207,Standard Class,3,Advance shipping
1052,73206,First Class,2,Late delivery
1053,73205,First Class,2,Late delivery
1054,73204,First Class,2,Late delivery
1055,73203,First Class,2,Late delivery
1056,73202,Standard Class,3,Advance shipping
1057,73201,Standard Class,2,Advance shipping
1058,73200,Standard Class,6,Late delivery
1059,73199,Standard Class,5,Late delivery
1060,73198,Standard Class,4,Shipping on time
1061,73197,Standard Class,3,Advance shipping
1062,73196,Second Class,2,Shipping on time
1063,73195,Standard Class,6,Late delivery
1064,73194,Second Class,5,Late delivery
1065,73193,First Class,2,Late delivery
1066,73192,Standard Class,3,Advance shipping
1067,73191,Second Class,2,Shipping on time
1068,73190,Second Class,6,Late delivery
1069,73189,Second Class,5,Late delivery
1070,73188,First Class,2,Late delivery
1071,73187,Standard Class,3,Advance shipping
1072,73186,Standard Class,2,Shipping canceled
1073,73185,Standard Class,6,Late delivery
1074,73184,Standard Class,5,Late delivery
1075,73183,Standard Class,4,Shipping on time
1076,73182,Same Day,0,Shipping on time
